번호,등록번호,서명,저자,서명권차,총서명,저자기호,별치기호,분류기호,청구권차,복본기호,ISBN,딸림자료,출판사,출판년도,발행지,페이지,크기,가격,등록일
1585,LHCGSL01585,삶이 괴로울 땐 공부를 시작하는 것이 좋다  : 일상을 연구하는 과학자가 발견한 사는 게 재밌어지는 가장 신박한 방법,박치욱 지음,,,박86ㅅ,,325.211,,,9791192097688,,Whale Books(웨일북),2024,서울:,286 p.:,21 cm,\17500,구매
1586,LHCGSL01586,위험하고 매혹적인 제로 이야기 : 신의 유무부터 블랙홀까지,"찰스 세이프 지음,김동균 옮김",,,찰57ㅇ,,400,,,9791198659408,,디케이제이에스,2024,서울:,304 p.:,21 cm,\19800,구매
1587,LHCGSL01587,"(소박한 자율의 사상가, ) 이반 일리치  = ,Ivan Illich",박홍규 지음,,,박95ㅇ,,109.9,,,9791159302602,,살림터,2023,서울:,318 p.:,23 cm,\19000,구매
1588,LHCGSL01588,삼국지 경영학 수업  : 하루 10분 삼국지에서 배우는 리더십의 100가지 원칙,"다케우치 요시오,가와사키 아쓰시 지음,박재영 옮김",,,다874ㅅ,,325.24,,,9791193217351,,현익출판,2024,서울:,383 p.:,23 cm,\25000,구매
1589,LHCGSL01589,말을 잘한다는 것  : 일에서도 삶에서도 나의 가치를 높이는 말하기의 정석,정연주 지음,,,정64ㅁ,,802.5,,,9788984078154,,세종서적,2025,서울:,235 p.:,21 cm,\17000,구매
1590,LHCGSL01590,내향인 개인주의자 그리고 회사원  : 나만의 방식을 지키며 최고의 인재로 성장하는 법,"조준호,김경일",,,조76ㄴ,,325.211,,,9791189217204,,저녁달,2023,파주:,302 p.:,21 cm,\17800,구매
1591,LHCGSL01591,『향약구급방』에 나오는 고려시대 식물들,신현철 지음,,,신94ㅅ,,519.81,,,9791159058646,,소명출판,2024,서울:,514 p.:,23 cm,\39000,구매
1592,LHCGSL01592,(세계지도를 펼치면) 돈의 흐름이 보인다,박정호 지음,,,박74ㄷ,,321.97,,,9791167961341,,반니,2024,서울:,383 p.:,21 cm,\19800,구매
1593,LHCGSL01593,"도쿄를 바꾼 빌딩들,전자자료  : 디벨로퍼와 함께하는 도쿄여행",박희윤 지음,,,박97ㄷ,,539.7,,,9791193063323,,북스톤,2024,서울:,,,\52200,구매
1594,LHCGSL01594,"부동산과 정치,전자자료  : 문재인 정부의 좌절과 한국사회의 과제",김수현 지음,,,김56ㅂ,,321.32,,,9791168730779,,오월의봄,2023,파주:,,,\46800,구매
1595,LHCGSL01595,모던 키친 : 농장 공장 주방,박찬용 지음,,,박82ㅁ,,574.07,,,9791190314282,,에이치비프레스,2024,서울:,471p.:,21cm,\22000,구매
1596,LHCGSL01596,호퍼의 빛과 바흐의 사막,김희경 지음,,,김97ㅎ,,650.4,,,9788947549028,,한경arte,2025,서울:,351p.:,20cm,\18800,구매
1597,LHCGSL01597,조선이 만난 아인슈타인  : 100년 전 우리 조상들의 과학 탐사기,민태기 지음,,,민883ㅈ,,409.11,,,9791168126855,,위즈덤하우스,2023,서울:,316 p.:,21 cm,\18500,구매
1598,LHCGSL01598,스무 살의 마음 연습  : 숨과 함께하는 온전함으로의 여행,"에릭 B. 룩스 지음,김완두,박용표,김경희,김윤희 옮김",,,에298ㅅ,,189.1,,,9791193454732,,불광출판사,2024,서울:,317 p.:,22 cm,\20000,구매
1599,LHCGSL01599,걱정 중독  : 실패 혐오 시대의 마음,"롤란드 파울센 지음,배명자 옮김",,,롤292ㄱ,,331.1,,,9791191114584,,복복서가,2024,서울:,451 p.:,20 cm,\19500,구매
1600,LHCGSL01600,기업의 세계사  : 고대 로마부터 21세기 실리콘밸리까지 인류사를 결정지은 기업의 탄생과 진화,"윌리엄 매그너슨 지음,조용빈 옮김",,,윌298ㄱ,,324.409,,,9791157847327,,한빛비즈,2024,서울:,399 p.:,22 cm,\22000,구매
1601,LHCGSL01601,불안이 많은 아이 : 아이 스스로 일어서는 힘을 길러주는 방법,이다랑 지음,,,이22ㅂ,,598.1,,,9791193080061,,한빛라이프,2024,서울:,296p.:,20cm,\18000,구매
1602,LHCGSL01602,블루 머신  : 바다는 어떻게 세계를 만들고 생명과 에너지를 지배하는가,"헬렌 체르스키 지음,김주희 옮김",,,헬294ㅂ,,454,,,9791165349622,,쌤앤파커스,2024,서울:,"474 p., 2 p. (접지):",23 cm,\22000,구매
1603,LHCGSL01603,보드게임과 자라나는 아이들  : 아이의 마음을 열고 세상과 연결하는 보드게임의 힘,"게임성장연구소,고희진,김영훈,김한진,박소현,양예원,이예슬,황윤길",,,게68ㅂ,,373.3,,,9791186296929,,웰북,2023,서울:,219 p.:,23 cm,\17000,구매
1604,LHCGSL01604,선택한다는 착각  : 괘씸하지만 속을 수밖에 없는 16 1,2가지 마케팅 심리학,,,리83ㅅ,,325.5,,,9791160079531,,한스미디어,2023,서울:,311 p.:,22 cm,\20000,구매
1605,LHCGSL01605,미네르바의 올빼미  : 서구 정치사상의 전통,"제프리 에이브럼슨 지음,김대근 옮김",,,제897ㅁ,,340.109,,,9791191131598,,이숲,2023,파주:,564 p.:,22 cm,\28000,구매
1606,LHCGSL01606,"사람이 사는 박물관,박민경 지음",박민경,,,박38ㅅ,,342.1,,,9791192410197,,그래도봄,2023,서울:,299p.:,21cm,\19800,구매
1607,LHCGSL01607,고통 구영하는 사회 :  우리는 왜 불행과 재난에서 눈을 떼지 못하는가,김인정 지음,,,김68ㄱ,,334.04,,,9791192097633,,웨일북,2023,서울:,276p.:,21cm,\17500,구매
1608,LHCGSL01608,"(24가지 수업,  생활 교육 고민을 현장 사례로 풀어낸) 교사의 고민에 그림책이 답하다  : 다양한 문제와 고민을 끌어안고 있는 지치고 힘든 교사들을 위해 쉽고 재미있게 풀어낸 그림책 활용 처방전",그림책 아틀리에 36.5 지음,,,그298ㄱ,,375.40298,,,9791191724349,,교육과실천,2023,서울:,268 p.:,23 cm,\19000,구매
1609,LHCGSL01609,당신의 경제IQ를 높여라,한순구 지음,,,한56ㄷ,,320.04,,,9788976331281,,삼성글로벌리서치,2025,서울:,310p.:,21cm,\18500,구매
1610,LHCGSL01610,경제 관료의 시대,홍제환 지음,,,홍74ㄱ,,320.911,,,9788994606880,,너머북스,2024,서울:,352 p.:,21 cm,\26500,구매
1611,LHCGSL01611,경제학이 필요한 순간  : 경제학은 어떻게 사람을 살리는가,김현철,,,김94ㄱ,,320,,,9788934971696,,김영사,2023,파주:,291 p.:,21 cm,\17800,구매
1612,LHCGSL01612,아주 일상적인 철학  : 마음을 힘들게 하는 생각 습관 벗어나기,박은미 지음,,,박67ㅇ,,189,,,9788954777568,,EBS Books :한국교육방송공사,2023,고양:,239 p.:,21 cm,\16800,구매
1613,LHCGSL01613,기후 돌봄,"신지혜,한윤정,우석영,권범철,이재경,조미성 지음,우석영 엮음",,,신78ㄱ,,539.9,,,9791198084668,,산현글방 :산현재,2025,서울:,277 p.:,20 cm,\20000,구매
1614,LHCGSL01614,몽아학당의 아이들,"손종진,이태훈,이태준,박수현,박주현 공지음",,,손75ㅁ,,818,,,9791198089465,,이음,2025,서울:,219p.:,21cm,\12000,구매
1615,LHCGSL01615,우주전쟁 2,"브래드 버건 지음,최지숙 옮김","0  : 우주에 국경선을 긋는 자,  누가 깃발을 꽂을 것인가?",,브293ㅇ,,558,,,9791169834704,,드루 :한국학술정보,2023,파주:,175 p.:,28 cm,\38000,구매
1616,LHCGSL01616,벤 버냉키의 21세기 통화 정책,"벤 S. 버냉키 지음,김동규 옮김",,,벤44ㅂ,,327.21,,,9791192389219,,상상스퀘어,2024,성남:,647p.:,24cm,\35000,구매
1617,LHCGSL01617,"뮤직코노믹스  = ,Musiconomics",지인엽 지음,,동국대학교 저서출판 지원사업 선정도서,동16,,320.01,009,,9788978010580,,동국대학교출판부,2023,서울:,183 p.:,23 cm,\15000,구매
1618,LHCGSL01618,추리소설로 철학하기  : 에드거 앨런 포에서 정유정까지,백휴 지음,,,백96ㅊ,,100,,,9791191029918,,나비클럽,2024,서울:,454 p.:,21 cm,\27000,구매
1619,LHCGSL01619,이토록 멋진 인생이라니  : 모리가 화요일에 다하지 못한 마지막 이야기,"모리 슈워츠 지음,공경희 옮김",,,모298ㅇ,,199.1,,,9791161571577,,나무옆의자,2024,고양:,322 p.:,21 cm,\18800,구매
1620,LHCGSL01620,텀블러로 지구를 구한다는 농담,"알렉산더 폰 쇤부르크 지음,이상희 옮김",,,알294ㅌ,,539.98,,,9791155402177,,추수밭,2025,서울:,278p.:,21cm,\17000,구매
1621,LHCGSL01621,"강요된 소멸  : 국민총행복을 위한 지역재생의 길  = ,Enforced decline : the path of local revitalization for enhancing gross national happiness",박진도 지음,,,박78ㄱ,,331.43,,,9788946083066,,한울(한울엠플러스),2024,파주:,327 p.:,21 cm,\22000,구매
1622,LHCGSL01622,생각 설계자  : 당신의 싱킹을 디자인하라!,권지은 저,,,권78ㅅ,,325.19,,,9791198479204,,학지사비즈,2024,서울:,219 p.:,21 cm,\15000,구매
1623,LHCGSL01623,말과 태도 사이  : 말과 태도에 품격을 더하는 법,유정임 지음,,,유74ㅁ,,802.56,,,9791158512682,,Tornado(토네이도미디어그룹),2023,서울:,287 p.:,20 cm,\18000,구매
1624,LHCGSL01624,스포츠 다큐 죽은 철인의 사회  : 우리 마음속에 여전히 살아 숨 쉬는 스포츠 영웅들,정영재 지음,,,정64ㅅ,,692.099,,,9788927880257,,중앙books :중앙일보에스,2024,서울:,163 p.:,22 cm,\14000,구매
